../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;191811;24.1101
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;191810;25.8265
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;191790;28.6518
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;191769;29.2186
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;191768;31.9444
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;191690;32.1122
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;191623;32.6301
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;191621;37.2461
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;191485;37.6214
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;191420;50.2705
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;191418;57.4341
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;191408;59.7411
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;191319;60.9545
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;191318;67.2868
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;191294;68.7179
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;191285;69.7422
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;191252;74.6638
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;191214;76.9039
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;191177;77.2096
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;191158;77.6196
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;191142;78.9217
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;191081;82.6099
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190979;87.1499
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190943;91.1847
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190902;93.7021
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190873;97.0168
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190868;100.851
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190865;100.906
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190848;100.985
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190843;101.069
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190839;101.499
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190827;101.612
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190826;103.315
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190805;103.542
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190785;105.257
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190743;106.607
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190697;110.381
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190660;119.477
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190659;128.841
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190658;128.851
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190654;130.067
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190653;131.258
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190647;132.631
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190646;133.296
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190638;146.346
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190636;150.411
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190624;165.528
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190623;168.277
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190611;170.87
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190608;217.032
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190601;220.838
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190596;222.66
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190593;224.124
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190576;225.474
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190561;232.225
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190556;244.965
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190554;246.85
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190542;247.763
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190529;251.39
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190526;252.897
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190524;258.793
../Instances_part/cenario_2_1/particao_1/X-n586-k159.vrp;0;190523;267.923
