conjunto,media
K7E2C15J2,"{'Golden_19.vrp': '1391\n', 'X-n270-k35.vrp': '35993\n', 'X-n129-k18.vrp': '30004\n', 'X-n266-k58.vrp': '77371\n', 'X-n613-k62.vrp': '62340\n', 'X-n936-k151.vrp': '', 'X-n502-k39.vrp': '69903\n', 'X-n167-k10.vrp': '21227\n', 'X-n536-k96.vrp': '97165\n', 'X-n367-k17.vrp': '23504\n', 'Golden_5.vrp': '6466\n', 'X-n586-k159.vrp': '194302\n', 'X-n766-k71.vrp': '119336\n', 'X-n439-k37.vrp': '37318\n', 'CMT13.vrp': '1548\n'}"
K7E5C15J2,"{'X-n247-k50.vrp': '', 'X-n125-k30.vrp': '56731\n', 'X-n895-k37.vrp': '57448\n', 'X-n351-k40.vrp': '27117\n', 'X-n393-k38.vrp': '39928\n', 'X-n115-k10.vrp': '12747\n', 'X-n209-k16.vrp': '31767\n', 'Golden_16.vrp': '1699\n', 'X-n449-k29.vrp': '58490\n', 'X-n261-k13.vrp': '27975\n', 'X-n401-k29.vrp': '68454\n', 'X-n331-k15.vrp': '32350\n', 'X-n186-k15.vrp': '24968\n', 'X-n256-k16.vrp': '19245\n', 'X-n219-k73.vrp': '117866\n'}"
K5E2C18J2,"{'X-n204-k19.vrp': '20091\n', 'X-n120-k6.vrp': '13670\n', 'X-n322-k28.vrp': '30997\n', 'X-n110-k13.vrp': '15166\n', 'X-n101-k25.vrp': '28271\n', 'Golden_18.vrp': '1044\n', 'X-n536-k96.vrp': '97165\n', 'X-n251-k28.vrp': '39623\n', 'CMT6.vrp': '548\n', 'Golden_2.vrp': '8526\n', 'X-n242-k48.vrp': '84855\n', 'X-n303-k21.vrp': '22324\n', 'X-n491-k59.vrp': '69574\n', 'X-n261-k13.vrp': '27744\n', 'X-n876-k59.vrp': '102729\n', 'X-n115-k10.vrp': '12747\n', 'CMT8.vrp': '856\n', 'X-n214-k11.vrp': '11338\n'}"
K5E4C10J2,"{'X-n819-k171.vrp': '162559\n', 'X-n936-k151.vrp': '139358\n', 'X-n491-k59.vrp': '69286\n', 'Golden_16.vrp': '1697\n', 'X-n459-k26.vrp': '25125\n', 'X-n162-k11.vrp': '14268\n', 'X-n384-k52.vrp': '67855\n', 'X-n837-k142.vrp': '198679\n', 'Golden_6.vrp': '8518\n', 'X-n195-k51.vrp': '44916\n'}"
K7E5C10J2,"{'X-n586-k159.vrp': '194302\n', 'X-n129-k18.vrp': '29898\n', 'X-n459-k26.vrp': '25068\n', 'X-n176-k26.vrp': '48716\n', 'Golden_18.vrp': '1047\n', 'X-n819-k171.vrp': '162576\n', 'X-n749-k98.vrp': '80821\n', 'X-n733-k159.vrp': '140834\n', 'X-n384-k52.vrp': '68012\n', 'Golden_6.vrp': '8487\n'}"
K7E2C18J2,"{'X-n876-k59.vrp': '102661\n', 'X-n641-k35.vrp': '66743\n', 'CMT9.vrp': '1166\n', 'X-n548-k50.vrp': '88329\n', 'X-n233-k16.vrp': '19800\n', 'X-n190-k8.vrp': '17378\n', 'X-n153-k22.vrp': '21759\n', 'X-n200-k36.vrp': '59931\n', 'CMT6.vrp': '548\n', 'X-n733-k159.vrp': '140812\n', 'CMT10.vrp': '1417\n', 'X-n783-k48.vrp': '77001\n', 'X-n716-k35.vrp': '45906\n', 'X-n916-k207.vrp': '336173\n', 'Golden_18.vrp': '1046\n', 'CMT12.vrp': '825\n', 'X-n162-k11.vrp': '14254\n', 'X-n120-k6.vrp': '13560\n'}"
K5E3C18J2,"{'X-n801-k40.vrp': '75922\n', 'X-n327-k20.vrp': '28858\n', 'X-n129-k18.vrp': '29829\n', 'X-n561-k42.vrp': '44479\n', 'X-n716-k35.vrp': '45906\n', 'X-n733-k159.vrp': '140812\n', 'X-n783-k48.vrp': '77001\n', 'Golden_10.vrp': '661\n', 'X-n219-k73.vrp': '118016\n', 'CMT2.vrp': '843\n', 'CMT9.vrp': '1166\n', 'X-n344-k43.vrp': '43531\n', 'X-n162-k11.vrp': '14254\n', 'CMT1.vrp': '521\n', 'X-n181-k23.vrp': '25865\n', 'CMT7.vrp': '909\n', 'CMT3.vrp': '823\n', 'X-n317-k53.vrp': '79017\n'}"
K3E1C10J2,"{'X-n162-k11.vrp': '14286\n', 'X-n351-k40.vrp': '27117\n', 'Golden_1.vrp': '5812\n', 'X-n916-k207.vrp': '336103\n', 'X-n359-k29.vrp': '53888\n', 'X-n139-k10.vrp': '13630\n', 'X-n957-k87.vrp': '87708\n', 'X-n766-k71.vrp': '118896\n', 'Golden_8.vrp': '12034\n', 'X-n367-k17.vrp': '23504\n'}"
K3E3C15J2,"{'X-n376-k94.vrp': '148696\n', 'X-n957-k87.vrp': '87656\n', 'X-n420-k130.vrp': '110261\n', 'CMT3.vrp': '824\n', 'X-n359-k29.vrp': '53746\n', 'X-n322-k28.vrp': '30997\n', 'X-n139-k10.vrp': '13648\n', 'X-n308-k13.vrp': '26867\n', 'X-n979-k58.vrp': '124879\n', 'X-n129-k18.vrp': '30004\n', 'X-n469-k138.vrp': '225742\n', 'Golden_17.vrp': '718\n', 'X-n393-k38.vrp': '39816\n', 'X-n298-k31.vrp': '35610\n', 'X-n251-k28.vrp': '39686\n'}"
K7E7C15J2,"{'Golden_7.vrp': '10482\n', 'Golden_12.vrp': '1008\n', 'CMT10.vrp': '1412\n', 'X-n359-k29.vrp': '53745\n', 'X-n294-k50.vrp': '48747\n', 'X-n242-k48.vrp': '84855\n', 'Golden_17.vrp': '722\n', 'X-n670-k130.vrp': '', 'Golden_9.vrp': '521\n', 'X-n1001-k43.vrp': '76914\n', 'X-n162-k11.vrp': '14286\n', 'X-n317-k53.vrp': '78954\n', 'X-n641-k35.vrp': '66779\n', 'CMT7.vrp': '912\n', 'X-n204-k19.vrp': '20091\n'}"
K7E7C18J2,"{'X-n176-k26.vrp': '49042\n', 'X-n129-k18.vrp': '30004\n', 'X-n685-k75.vrp': '71093\n', 'X-n766-k71.vrp': '119336\n', 'X-n439-k37.vrp': '37339\n', 'X-n627-k43.vrp': '64501\n', 'X-n167-k10.vrp': '21097\n', 'Golden_10.vrp': '664\n', 'X-n308-k13.vrp': '26724\n', 'X-n856-k95.vrp': '90931\n', 'X-n186-k15.vrp': '24941\n', 'X-n384-k52.vrp': '68012\n', 'X-n214-k11.vrp': '11338\n', 'X-n376-k94.vrp': '148736\n', 'X-n219-k73.vrp': '117866\n', 'X-n298-k31.vrp': '35822\n', 'X-n979-k58.vrp': '125250\n', 'X-n148-k46.vrp': '44309\n'}"
K3E2C18J2,"{'Golden_1.vrp': '5809\n', 'X-n536-k96.vrp': '97058\n', 'X-n641-k35.vrp': '66743\n', 'CMT7.vrp': '909\n', 'CMT11.vrp': '1109\n', 'X-n469-k138.vrp': '226066\n', 'X-n172-k51.vrp': '46323\n', 'X-n153-k22.vrp': '21759\n', 'X-n129-k18.vrp': '29829\n', 'X-n106-k14.vrp': '26653\n', 'X-n237-k14.vrp': '27643\n', 'Golden_8.vrp': '11981\n', 'X-n294-k50.vrp': '48682\n', 'Golden_20.vrp': '1911\n', 'CMT9.vrp': '1166\n', 'X-n181-k23.vrp': '25865\n', 'X-n101-k25.vrp': '28124\n', 'Golden_11.vrp': '830\n'}"
K3E1C18J2,"{'Golden_4.vrp': '14213\n', 'X-n336-k84.vrp': '142869\n', 'X-n459-k26.vrp': '25355\n', 'Golden_2.vrp': '8561\n', 'X-n384-k52.vrp': '67997\n', 'CMT14.vrp': '867\n', 'X-n308-k13.vrp': '26806\n', 'X-n801-k40.vrp': '75922\n', 'X-n186-k15.vrp': '24739\n', 'X-n766-k71.vrp': '119031\n', 'X-n125-k30.vrp': '56901\n', 'X-n148-k46.vrp': '44258\n', 'X-n783-k48.vrp': '77001\n', 'X-n228-k23.vrp': '26308\n', 'X-n275-k28.vrp': '21760\n', 'Golden_9.vrp': '517\n', 'X-n491-k59.vrp': '69301\n', 'Golden_12.vrp': '1006\n'}"
K7E4C10J2,"{'X-n411-k19.vrp': '20402\n', 'X-n172-k51.vrp': '46377\n', 'Golden_15.vrp': '1398\n', 'X-n401-k29.vrp': '68265\n', 'X-n157-k13.vrp': '16935\n', 'X-n106-k14.vrp': '26674\n', 'X-n513-k21.vrp': '25188\n', 'X-n701-k44.vrp': '85515\n', 'X-n359-k29.vrp': '53557\n', 'X-n393-k38.vrp': '39564\n'}"
K5E1C18J2,"{'Golden_20.vrp': '1883\n', 'X-n167-k10.vrp': '21070\n', 'X-n298-k31.vrp': '35941\n', 'CMT12.vrp': '824\n', 'X-n176-k26.vrp': '49306\n', 'X-n172-k51.vrp': '46377\n', 'X-n449-k29.vrp': '58037\n', 'X-n513-k21.vrp': '24890\n', 'X-n766-k71.vrp': '119252\n', 'X-n294-k50.vrp': '48861\n', 'Golden_7.vrp': '10466\n', 'X-n655-k131.vrp': '107593\n', 'Golden_13.vrp': '895\n', 'CMT14.vrp': '865\n', 'Golden_8.vrp': '12029\n', 'X-n280-k17.vrp': '34202\n', 'Golden_6.vrp': '8560\n', 'X-n256-k16.vrp': '19221\n'}"
K5E3C15J2,"{'X-n186-k15.vrp': '24820\n', 'X-n172-k51.vrp': '46377\n', 'X-n219-k73.vrp': '117992\n', 'Golden_7.vrp': '10421\n', 'X-n322-k28.vrp': '31049\n', 'X-n181-k23.vrp': '25837\n', 'X-n561-k42.vrp': '44625\n', 'X-n200-k36.vrp': '59597\n', 'X-n411-k19.vrp': '20811\n', 'X-n134-k13.vrp': '11120\n', 'X-n701-k44.vrp': '85299\n', 'X-n190-k8.vrp': '17469\n', 'X-n162-k11.vrp': '14380\n', 'X-n242-k48.vrp': '85037\n', 'Golden_19.vrp': '1403\n'}"
K3E3C18J2,"{'X-n548-k50.vrp': '88071\n', 'X-n195-k51.vrp': '45104\n', 'CMT10.vrp': '1414\n', 'X-n561-k42.vrp': '44780\n', 'X-n627-k43.vrp': '64501\n', 'X-n429-k61.vrp': '67588\n', 'X-n876-k59.vrp': '102729\n', 'Golden_6.vrp': '8608\n', 'X-n190-k8.vrp': '17442\n', 'Golden_3.vrp': '11237\n', 'X-n176-k26.vrp': '49042\n', 'X-n139-k10.vrp': '13797\n', 'X-n393-k38.vrp': '39701\n', 'X-n1001-k43.vrp': '76684\n', 'X-n331-k15.vrp': '32350\n', 'X-n670-k130.vrp': '', 'X-n655-k131.vrp': '107553\n', 'X-n701-k44.vrp': '85571\n'}"
K7E3C18J2,"{'X-n143-k7.vrp': '16018\n', 'Golden_12.vrp': '1008\n', 'CMT14.vrp': '865\n', 'X-n331-k15.vrp': '32350\n', 'X-n491-k59.vrp': '69574\n', 'X-n228-k23.vrp': '26363\n', 'X-n561-k42.vrp': '44780\n', 'X-n411-k19.vrp': '20639\n', 'Golden_3.vrp': '11237\n', 'X-n223-k34.vrp': '41599\n', 'Golden_19.vrp': '1399\n', 'Golden_17.vrp': '721\n', 'CMT5.vrp': '1333\n', 'X-n181-k23.vrp': '25854\n', 'X-n429-k61.vrp': '67588\n', 'X-n322-k28.vrp': '30997\n', 'X-n449-k29.vrp': '57957\n', 'CMT13.vrp': '1561\n'}"
K7E6C15J2,"{'X-n716-k35.vrp': '45442\n', 'X-n157-k13.vrp': '16940\n', 'X-n200-k36.vrp': '59917\n', 'Golden_20.vrp': '1901\n', 'X-n801-k40.vrp': '76194\n', 'X-n275-k28.vrp': '21669\n', 'X-n153-k22.vrp': '21577\n', 'X-n280-k17.vrp': '34202\n', 'X-n685-k75.vrp': '71054\n', 'X-n655-k131.vrp': '107601\n', 'X-n957-k87.vrp': '87715\n', 'X-n181-k23.vrp': '25732\n', 'X-n172-k51.vrp': '46377\n', 'X-n228-k23.vrp': '26362\n', 'Golden_11.vrp': '828\n'}"
K7E1C15J2,"{'X-n411-k19.vrp': '20384\n', 'X-n139-k10.vrp': '13691\n', 'X-n837-k142.vrp': '198701\n', 'X-n195-k51.vrp': '45104\n', 'X-n783-k48.vrp': '76301\n', 'X-n469-k138.vrp': '225742\n', 'CMT2.vrp': '835\n', 'Golden_14.vrp': '1134\n', 'X-n819-k171.vrp': '162253\n', 'X-n376-k94.vrp': '148736\n', 'X-n251-k28.vrp': '39687\n', 'CMT5.vrp': '1322\n', 'X-n573-k30.vrp': '52077\n', 'X-n749-k98.vrp': '80246\n', 'X-n298-k31.vrp': '35288\n'}"
K5E5C18J2,"{'X-n420-k130.vrp': '110160\n', 'X-n143-k7.vrp': '16286\n', 'X-n336-k84.vrp': '144661\n', 'X-n367-k17.vrp': '23571\n', 'X-n641-k35.vrp': '66756\n', 'X-n469-k138.vrp': '225789\n', 'Golden_3.vrp': '11384\n', 'Golden_5.vrp': '6534\n', 'X-n200-k36.vrp': '59857\n', 'X-n701-k44.vrp': '85872\n', 'X-n916-k207.vrp': '336053\n', 'X-n106-k14.vrp': '26674\n', 'X-n749-k98.vrp': '80663\n', 'CMT4.vrp': '1039\n', 'X-n289-k60.vrp': '97691\n', 'X-n247-k50.vrp': '', 'X-n411-k19.vrp': '20568\n', 'X-n685-k75.vrp': '71054\n'}"
K5E5C10J2,"{'CMT4.vrp': '1030\n', 'X-n876-k59.vrp': '102970\n', 'Golden_8.vrp': '12049\n', 'X-n429-k61.vrp': '67588\n', 'X-n317-k53.vrp': '78954\n', 'X-n480-k70.vrp': '92103\n', 'X-n308-k13.vrp': '26867\n', 'Golden_18.vrp': '1047\n', 'X-n548-k50.vrp': '88428\n', 'X-n139-k10.vrp': '13648\n'}"
K3E1C15J2,"{'Golden_5.vrp': '6606\n', 'X-n439-k37.vrp': '37503\n', 'X-n536-k96.vrp': '97165\n', 'X-n106-k14.vrp': '26635\n', 'X-n331-k15.vrp': '32350\n', 'X-n143-k7.vrp': '16260\n', 'X-n204-k19.vrp': '19947\n', 'X-n701-k44.vrp': '85913\n', 'CMT13.vrp': '1561\n', 'X-n401-k29.vrp': '68454\n', 'X-n895-k37.vrp': '57448\n', 'X-n613-k62.vrp': '62706\n', 'X-n233-k16.vrp': '19693\n', 'X-n916-k207.vrp': '336012\n', 'Golden_8.vrp': '12049\n'}"
K5E1C15J2,"{'Golden_11.vrp': '815\n', 'X-n275-k28.vrp': '21693\n', 'X-n308-k13.vrp': '26774\n', 'X-n536-k96.vrp': '97165\n', 'X-n303-k21.vrp': '22432\n', 'X-n957-k87.vrp': '87490\n', 'X-n143-k7.vrp': '16007\n', 'Golden_5.vrp': '6497\n', 'X-n420-k130.vrp': '110663\n', 'X-n548-k50.vrp': '88071\n', 'X-n837-k142.vrp': '198701\n', 'Golden_10.vrp': '666\n', 'X-n801-k40.vrp': '75993\n', 'X-n317-k53.vrp': '78954\n', 'X-n228-k23.vrp': '26363\n'}"
K7E6C10J2,"{'X-n536-k96.vrp': '97039\n', 'CMT5.vrp': '1333\n', 'X-n317-k53.vrp': '78954\n', 'X-n439-k37.vrp': '37339\n', 'CMT3.vrp': '828\n', 'CMT2.vrp': '843\n', 'X-n573-k30.vrp': '52077\n', 'X-n367-k17.vrp': '23504\n', 'X-n251-k28.vrp': '39666\n', 'X-n256-k16.vrp': '19245\n'}"
K5E2C15J2,"{'X-n336-k84.vrp': '', 'X-n459-k26.vrp': '25091\n', 'X-n327-k20.vrp': '28477\n', 'X-n573-k30.vrp': '52077\n', 'X-n280-k17.vrp': '34394\n', 'X-n106-k14.vrp': '26635\n', 'X-n237-k14.vrp': '27864\n', 'Golden_13.vrp': '886\n', 'X-n376-k94.vrp': '148736\n', 'Golden_20.vrp': '1891\n', 'X-n251-k28.vrp': '39687\n', 'X-n627-k43.vrp': '64167\n', 'X-n599-k92.vrp': '111505\n', 'X-n115-k10.vrp': '12747\n', 'X-n401-k29.vrp': '67963\n'}"
K7E6C18J2,"{'X-n294-k50.vrp': '48682\n', 'X-n701-k44.vrp': '85846\n', 'X-n420-k130.vrp': '110030\n', 'Golden_20.vrp': '1911\n', 'X-n393-k38.vrp': '39744\n', 'X-n317-k53.vrp': '79017\n', 'X-n289-k60.vrp': '97575\n', 'X-n351-k40.vrp': '27176\n', 'X-n303-k21.vrp': '22450\n', 'X-n284-k15.vrp': '21246\n', 'Golden_16.vrp': '1704\n', 'X-n280-k17.vrp': '34365\n', 'X-n502-k39.vrp': '69930\n', 'Golden_15.vrp': '1411\n', 'Golden_11.vrp': '830\n', 'X-n957-k87.vrp': '87676\n', 'X-n936-k151.vrp': '', 'X-n655-k131.vrp': '107584\n'}"
K7E4C15J2,"{'X-n233-k16.vrp': '19693\n', 'X-n420-k130.vrp': '110663\n', 'X-n143-k7.vrp': '16260\n', 'Golden_4.vrp': '14190\n', 'X-n308-k13.vrp': '26867\n', 'X-n190-k8.vrp': '17493\n', 'X-n176-k26.vrp': '49042\n', 'X-n384-k52.vrp': '68012\n', 'X-n223-k34.vrp': '41662\n', 'X-n561-k42.vrp': '44938\n', 'CMT3.vrp': '824\n', 'X-n106-k14.vrp': '26635\n', 'Golden_1.vrp': '5820\n', 'Golden_10.vrp': '667\n', 'Golden_15.vrp': '1406\n'}"
K7E5C18J2,"{'X-n256-k16.vrp': '19245\n', 'X-n837-k142.vrp': '198701\n', 'X-n819-k171.vrp': '162413\n', 'CMT7.vrp': '912\n', 'X-n469-k138.vrp': '225742\n', 'X-n1001-k43.vrp': '76684\n', 'X-n242-k48.vrp': '84855\n', 'X-n195-k51.vrp': '45104\n', 'X-n613-k62.vrp': '62317\n', 'X-n261-k13.vrp': '27744\n', 'CMT11.vrp': '1124\n', 'CMT3.vrp': '827\n', 'Golden_13.vrp': '886\n', 'Golden_7.vrp': '10452\n', 'CMT1.vrp': '521\n', 'X-n115-k10.vrp': '12747\n', 'X-n139-k10.vrp': '13797\n', 'CMT4.vrp': '1030\n'}"
K3E3C10J2,"{'X-n233-k16.vrp': '19828\n', 'Golden_4.vrp': '14231\n', 'X-n783-k48.vrp': '76511\n', 'X-n157-k13.vrp': '16948\n', 'X-n176-k26.vrp': '49306\n', 'X-n548-k50.vrp': '88423\n', 'X-n599-k92.vrp': '111625\n', 'X-n308-k13.vrp': '26920\n', 'X-n284-k15.vrp': '21139\n', 'X-n209-k16.vrp': '31578\n'}"
K3E2C10J2,"{'X-n491-k59.vrp': '69286\n', 'X-n129-k18.vrp': '29839\n', 'X-n449-k29.vrp': '58229\n', 'Golden_9.vrp': '522\n', 'X-n134-k13.vrp': '11120\n', 'X-n401-k29.vrp': '68332\n', 'CMT12.vrp': '824\n', 'X-n439-k37.vrp': '37376\n', 'X-n480-k70.vrp': '91519\n', 'X-n228-k23.vrp': '26362\n'}"
K7E1C10J2,"{'CMT8.vrp': '859\n', 'X-n181-k23.vrp': '25823\n', 'Golden_8.vrp': '12023\n', 'Golden_3.vrp': '11206\n', 'X-n219-k73.vrp': '117992\n', 'Golden_1.vrp': '5801\n', 'X-n420-k130.vrp': '110160\n', 'X-n162-k11.vrp': '14268\n', 'CMT10.vrp': '1411\n', 'X-n1001-k43.vrp': '77054\n'}"
K5E2C10J2,"{'X-n313-k71.vrp': '96532\n', 'X-n289-k60.vrp': '97570\n', 'X-n214-k11.vrp': '11415\n', 'CMT2.vrp': '843\n', 'Golden_2.vrp': '8524\n', 'X-n120-k6.vrp': '13639\n', 'X-n153-k22.vrp': '21636\n', 'X-n536-k96.vrp': '97165\n', 'Golden_13.vrp': '886\n', 'Golden_11.vrp': '829\n'}"
K5E3C10J2,"{'X-n401-k29.vrp': '68444\n', 'X-n627-k43.vrp': '64862\n', 'X-n376-k94.vrp': '148570\n', 'X-n716-k35.vrp': '45817\n', 'X-n561-k42.vrp': '44834\n', 'X-n106-k14.vrp': '26635\n', 'X-n573-k30.vrp': '52077\n', 'X-n1001-k43.vrp': '76471\n', 'X-n134-k13.vrp': '11145\n', 'Golden_4.vrp': '14157\n'}"
K7E4C18J2,"{'X-n204-k19.vrp': '20077\n', 'X-n251-k28.vrp': '39571\n', 'X-n237-k14.vrp': '27570\n', 'X-n157-k13.vrp': '16943\n', 'X-n336-k84.vrp': '142869\n', 'X-n670-k130.vrp': '', 'X-n327-k20.vrp': '28403\n', 'Golden_6.vrp': '8562\n', 'X-n247-k50.vrp': '', 'Golden_4.vrp': '14053\n', 'X-n106-k14.vrp': '26653\n', 'X-n367-k17.vrp': '23708\n', 'X-n101-k25.vrp': '28124\n', 'X-n536-k96.vrp': '97058\n', 'CMT2.vrp': '843\n', 'X-n344-k43.vrp': '43531\n', 'X-n480-k70.vrp': '91951\n', 'Golden_1.vrp': '5774\n'}"
